monument_id,monument_name,parkprop,parkname,Location,geometry
705,Peter Cooper,Y,Cooper Park,Bowery & 7th Street; Not presently accessible; under construction.,POINT (-73.9903489 40.725257)
706,Robert Moses Memorial,N,unknown,Robert Moses Plaza at Fordham University; Across the street from Lincoln Center,POINT (-73.8852771 40.8614567)
707,John Merven Carrere Memorial,Y,Riverside Park,Riverside Drive at 99th Street,POINT EMPTY
708,Ralph Ellison Memorial,Y,Riverside Park,150th Street and Riverside Drive,POINT (-73.94995949999999 40.83034809999999)
709,José Bonifacio de Andrada e Silva,Y,Bryant Park,Avenue of the Americas between West 40th and West 41st Streets,POINT (-81.7126322 41.4647436)
710,Benito Juarez,Y,unknown,Sixth Avenue near 42nd Street,POINT (-73.9913305 40.75788)
711,"spence, clara b.",N,unknown,"SPENCE SCHOOL; 5th Avenue, betwn 96th and 97th Streets",POINT (-73.95709149999999 40.7840468)
712,McNally Plaza Memorial,Y,McNally Park,LAUREL HILL TERRACE; Amsterdam Avenue at 181st Street,POINT (-73.9308698 40.848169)
713,East 23rd Street Bath House Landmarks Plaque,Y,Asser Levy Playground,East 23rd Street and East River Drive,POINT (-73.97511399999999 40.7354436)
714,Governor Alfred E. Smith Memorial Maquette,Y,unknown,"Alfred E. Smith Recreation Center, First Floor near Main Staircase",POINT EMPTY
715,Father Demo Square,Y,Father Demo Square,"6th Avenue, Bleeker and Carmine Streets",POINT (-74.002177 40.7297939)
716,Fort Washington Memorial,Y,Bennett Park,"Fort Washington Avenue, 183 Street",POINT (-73.93782350000001 40.85213290000001)
717,"Lincoln, Abraham Group",N,unknown,NYCHA; 133-134th streets,POINT EMPTY
718,William Cullen Bryant,Y,Bryant Park,unknown,POINT (-73.9829529 40.7535367)
719,U.S. Customs House Plaque,N,unknown,CUSTOM HOUSE; Bowling Green,POINT (-86.4808043 36.9685219)
720,Hamilton Grange Exterior,N,unknown,HAMILTON GRANGE; convent ave and 141st st,POINT (-73.9473024 40.8213605)
721,Thomas Addis Emmet,N,unknown,"COUNTY COURT HOUSE, PART XV; Foley Square, Centre Street between Pearl and Worth Streets",POINT (-74.0029927 40.7143512)
722,Charles and Murray Gordon,Y,Fort Washington Park,Riverside Drive at West 156th Street,POINT (-73.9476613 40.8344181)
723,Beauty,O,Bryant Park,"New York Public Library, 5th Avenue façade, fountain niche south of main entrance",POINT (-73.9822534 40.75318230000001)
724,Roscoe Conkling,Y,Madison Square Park,Madison Avenue at 23rd Street,POINT (-90.14049320000001 38.7043974)
725,Macombs Dam Bridge Plaque,N,unknown,"above Manhattan approach, Macombs Dam Bridge",POINT (-73.9305112 40.8284689)
726,Canadian Burr Oak,Y,City Hall Park,"CITY HALL, MAYOR'S LAWN",POINT (-74.0065164 40.7124142)
727,Mary Lindley Murray,Y,Park Avenue Center Plots,"Park Avenue at 37th Street, center island",POINT (-73.98004689999999 40.74902290000001)
728,Penitentiary Workshop Tablet,O,unknown,Roosevelt Island,POINT (-73.9509934 40.76050310000001)
729,police headquarters monument list,N,unknown,unknown,POINT EMPTY
730,Harriet Tubman Memorial,Y,unknown,"West 122nd Street, St. Nicholas Avenue and Frederick Douglass Boulevard",POINT (-73.9529218 40.8077981)
731,"Lincoln, Abraham Bust",N,unknown,COLLEGE OF THE CITY OF NEW YORK; 137th to 140th on Convent Avenue,POINT (-73.9492724 40.8200471)
732,Peace Form One,Y,Ralph J. Bunche Park,First Avenue at 43rd Street,POINT EMPTY
733,East Coast Memorial,Y,Battery Park,"South end of park, east of Dewey Promenade",POINT (-74.0158441 40.7115786)
734,Washington Square Arch,Y,Washington Square Park,unknown,POINT (-73.997332 40.7308838)
735,Mrs. Henry C. Russell ASPCA Horse Trough,Y,unknown,Center Drive  (6th avenue) at 59th Street,POINT (-73.97623709999999 40.76574189999999)
736,Edith Bowdoin ASPCA Horse Trough,Y,unknown,"Grand Army Plaza, southeast corner of Central Park",POINT (-73.9655834 40.7825547)
737,General José Artigas,Y,Soho Square,6th Avenue and Spring Street,POINT (-74.0045518 40.7255644)
738,Jewish-American Tercentenary Flagstaff,Y,Peter Minuit Park,"Peter Minuit Plaza, State and Whitehall Streets",POINT (-74.013442 40.7021711)
739,"Cheetah, Leopard and Puma",O,Central Park,Central Park Zoo; Central Park Wildlife Center; west façade,POINT (-73.9719906 40.7677061)
740,Jeffrey's Hook Lighthouse Plaque,Y,Fort Washington Park,Under George Washington Bridge,POINT (-73.9452115 40.85067129999999)
741,Coast Guard Memorial,Y,Battery Park,South of Whitehall Terminal,POINT (-74.0158441 40.7115786)
